2.0025e-01,0.0000e+00
2.5025e-01,6.7636e+42
7.6971e-01,4.1842e+43
1.4565e+00,1.2030e+44
1.8673e+00,1.7238e+44
2.3547e+00,2.3040e+44
2.8021e+00,3.0796e+44
3.1206e+00,3.7079e+44
3.5043e+00,4.3620e+44
3.8705e+00,4.7036e+44
4.3105e+00,4.9556e+44
5.0036e+00,5.3126e+44
6.0037e+00,5.7617e+44
7.8257e+00,6.4699e+44
9.8683e+00,6.1754e+44
1.1646e+01,3.7481e+44
1.3407e+01,2.0256e+44
1.4207e+01,4.6366e+43
1.4686e+01,5.9395e+42
1.5686e+01,0.0000e+00

